DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 621450411T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6214 - K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:48,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
621456810,Computer Science and Information Technology,60,39,0,9,12,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,13,5,4,1,2,1,1,0,1,0,1,0,1,0,5,2,37,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 621456811T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6214 - K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:114,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
621461210,Mechanical Engineering,120,96,0,18,6,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,29,12,9,4,5,2,2,1,1,1,2,1,1,1,13,5,89,
PWD,3,0,0,0,0,0,0,0,3,,,,,,,,,
PWD Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
DEF,3,0,0,0,0,0,0,0,3,,,,,,,,,
DEF Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code: 621461211T,Seats: 6,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6214 - K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:57,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
621462410,Mechatronics Engineering,60,48,0,9,3,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,15,7,5,2,2,1,1,1,1,0,1,0,1,0,6,3,46,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 621462411T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6214 - K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:48,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
621491110,"Computer Science and Engineering(ArtificialIntelligence and Machine Learning)",60,39,0,9,12,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,12,5,4,1,2,1,1,0,1,0,1,1,1,0,5,2,37,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 621491111T,Seats: 3,,,,,,,,,,,,,,,,
"6222 - Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",,,,,
Un-Aided Autonomous CAP Seats:57,,,,,
Choice Code Course Name SI MS Seats Minority Seats,,All India,,Institute,Orphan
"",,,,Seats,
622219110 Civil Engineering 60 48 0,,9,,3,0
Category OPEN SC ST VJ/DT NTB NTC,,NTD,,OBC,Total
General / Ladies G L G L G L G L G L G L,G,L,G,L,G + L
State Level 15 7 4 2 2 1 1 1 1 0 1 1,1,0,6,3,46
PWD 1 0 0 0 0 0,,0,,0,1
PWD Common Reserved Seats : 1,,,,,
DEF 1 0 0 0 0 0,,0,,0,1
DEF Common Reserved Seats : 1,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code:,,,,,Seats: 0
"6222 - Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",,,,,
Un-Aided Autonomous CAP Seats:96,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,Institute,Orphan
"",,,,Seats,
622224210 Computer Science and Engineering 120 78 0,,18,,24,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,Total
General / Ladies G L G L G L G L G L G L G,,L,G,L,G + L
State Level 24 10 8 3 4 1 1 1 1 1 2 1 1,,0,11,4,73
PWD 2 0 0 0 0 0,0,,,0,2
PWD Common Reserved Seats : 2,,,,,
DEF 2 0 0 0 0 0,0,,,0,2
DEF Common Reserved Seats : 2,,,,,
Economically Weaker Section (EWS) Seats: 12 Tution Fee Waiver Scheme Choice Code: 622224211T,,,,,Seats: 6
"6222 - Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",,,,,
Un-Aided Autonomous CAP Seats:48,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,Institute,Orphan
"",,,,Seats,
622226310 Artificial Intelligence (AI) and Data Science 60 39 0,,9,,12,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,Total
General / Ladies G L G L G L G L G L G L G,,L,G,L,G + L
State Level 12 5 4 1 2 1 1 0 1 0 1 0 1,,0,6,2,37
PWD 1 0 0 0 0 0,0,,,0,1
PWD Common Reserved Seats : 1,,,,,
DEF 1 0 0 0 0 0,0,,,0,1
DEF Common Reserved Seats : 1,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 622226311T,,,,,Seats: 3
"6222 - Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",,,,,
Un-Aided Autonomous CAP Seats:57,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,Institute,Orphan
"",,,,Seats,
622229310 Electrical Engineering 60 48 0,,9,,3,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,Total
General / Ladies G L G L G L G L G L G L G,,L,G,L,G + L
State Level 15 7 4 2 2 1 1 1 1 0 1 1 1,,0,6,3,46
PWD 1 0 0 0 0 0,0,,,0,1
PWD Common Reserved Seats : 1,,,,,
DEF 1 0 0 0 0 0,0,,,0,1
DEF Common Reserved Seats : 1,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 622229311T,,,,,Seats: 3
"6222 - Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",,,,,
Un-Aided Autonomous CAP Seats:102,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,Institute,Orphan
"",,,,Seats,
622237210 Electronics and Telecommunication Engg 120 84 0,,18,,18,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,Total
General / Ladies G L G L G L G L G L G L G,,L,G,L,G + L
State Level 26 11 8 3 4 2 1 1 1 1 2 1 1,,1,11,5,79
PWD 2 0 0 0 0 0,0,,,0,2
PWD Common Reserved Seats : 2,,,,,
DEF 2 0 0 0 0 0,0,,,0,2
DEF Common Reserved Seats : 2,,,,,
Economically Weaker Section (EWS) Seats: 12 Tution Fee Waiver Scheme Choice Code: 622237211T,,,,,Seats: 6
"6222 - Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",,,,,
Un-Aided Autonomous CAP Seats:24,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,Institute,Orphan
"",,,,Seats,
622257010 Fashion Technology 30 19 0,,5,,6,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,Total
General / Ladies G L G L G L G L G L G L G,,L,G,L,G + L
State Level 6 2 1 1 1 1 0 0 1 0 1 0 0,,0,2,1,17
PWD 1 0 0 0 0 0,0,,,0,1
PWD Common Reserved Seats : 0,,,,,
DEF 1 0 0 0 0 0,0,,,0,1
DEF Common Reserved Seats : 0,,,,,
Economically Weaker Section (EWS) Seats: 3 Tution Fee Waiver Scheme Choice Code: 622257011T,,,,,Seats: 2
"6222 - Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",,,,,
Un-Aided Autonomous CAP Seats:58,,,,,
Choice Code Course Name SI MS Seats Minority Seats,,All India,,Institute,Orphan
"",,,,Seats,
622261210 Mechanical Engineering 60 49 0,,9,,2,0
Category OPEN SC ST VJ/DT NTB NTC,,NTD,,OBC,Total
General / Ladies G L G L G L G L G L G L,G,L,G,L,G + L
State Level 15 7 4 2 2 1 1 1 1 0 1 1,1,0,7,3,47
PWD 1 0 0 0 0 0,,0,,0,1
PWD Common Reserved Seats : 1,,,,,
DEF 1 0 0 0 0 0,,0,,0,1
DEF Common Reserved Seats : 1,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code:,,,,,Seats: 0
"6222 - Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",,,,,
Un-Aided Autonomous CAP Seats:24,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,Institute,Orphan
"",,,,Seats,
622288610 Man Made Textile Technology 30 19 0,,5,,6,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,Total
General / Ladies G L G L G L G L G L G L G,,L,G,L,G + L
State Level 6 2 1 1 1 1 1 0 0 0 1 0 0,,0,2,1,17
PWD 1 0 0 0 0 0,0,,,0,1
PWD Common Reserved Seats : 0,,,,,
DEF 1 0 0 0 0 0,0,,,0,1
DEF Common Reserved Seats : 0,,,,,
Economically Weaker Section (EWS) Seats: 3 Tution Fee Waiver Scheme Choice Code: 622288611T,,,,,Seats: 2
"6222 - Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",,,,,
Un-Aided Autonomous CAP Seats:54,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,Institute,Orphan
"",,,,Seats,
622289010 Textile Chemistry 60 45 0,,9,,6,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,Total
General / Ladies G L G L G L G L G L G L G,,L,G,L,G + L
State Level 14 6 4 2 2 1 1 0 1 1 1 1 1,,0,6,2,43
PWD 1 0 0 0 0 0,0,,,0,1
PWD Common Reserved Seats : 1,,,,,
DEF 1 0 0 0 0 0,0,,,0,1
DEF Common Reserved Seats : 1,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 622289011T,,,,,Seats: 3
"6222 - Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",,,,,
Un-Aided Autonomous CAP Seats:28,,,,,
Choice Code Course Name SI MS Seats Minority Seats,,All India,,Institute,Orphan
"",,,,Seats,
622289510 Textile Plant Engineering 30 23 0,,5,,2,0
Category OPEN SC ST VJ/DT NTB NTC,,NTD,,OBC,Total
General / Ladies G L G L G L G L G L G L,G,L,G,L,G + L
State Level 7 3 2 1 1 0 1 0 0 0 0 0,1,0,4,1,21
PWD 1 0 0 0 0 0,,0,,0,1
PWD Common Reserved Seats : 0,,,,,
DEF 1 0 0 0 0 0,,0,,0,1
DEF Common Reserved Seats : 0,,,,,
Economically Weaker Section (EWS) Seats: 3 Tution Fee Waiver Scheme Choice Code:,,,,,Seats: 0
"6222 - Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",,,,,
Un-Aided Autonomous CAP Seats:48,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,Institute,Orphan
"",,,,Seats,
622289610 Textile Technology 60 39 0,,9,,12,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,Total
General / Ladies G L G L G L G L G L G L G,,L,G,L,G + L
State Level 12 5 4 1 2 1 1 0 1 0 1 0 1,,0,6,2,37
PWD 1 0 0 0 0 0,0,,,0,1
PWD Common Reserved Seats : 1,,,,,
DEF 1 0 0 0 0 0,0,,,0,1
DEF Common Reserved Seats : 1,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 622289611T,,,,,Seats: 3
"6222 - Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",,,,,
Un-Aided Autonomous CAP Seats:96,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,Institute,Orphan
"",,,,Seats,
622291310 Computer Science and Engineering (Artificial 120 78 0,,18,,24,1
Intelligence),,,,,
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,Total
General / Ladies G L G L G L G L G L G L G,,L,G,L,G + L
State Level 24 10 8 3 4 2 1 1 1 1 1 1 1,,1,10,4,73
PWD 2 0 0 0 0 0,0,,,0,2
PWD Common Reserved Seats : 2,,,,,
DEF 2 0 0 0 0 0,0,,,0,2
DEF Common Reserved Seats : 2,,,,,
Economically Weaker Section (EWS) Seats: 12 Tution Fee Waiver Scheme Choice Code: 622291311T,,,,,Seats: 6
"",,,,,,,,,,,,,,,,,,
"6250 - D.Y. Patil College of Engineering and Technology, Kolhapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:120,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
625019110,Civil Engineering,120,102,0,18,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,31,13,10,4,5,2,2,1,2,1,2,1,1,1,13,6,95,
PWD,3,0,0,0,0,0,0,0,3,,,,,,,,,
PWD Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
DEF,3,0,0,0,0,0,0,0,3,,,,,,,,,
DEF Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code:,Seats: 0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6250 - D.Y. Patil College of Engineering and Technology, Kolhapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:144,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
625024210,Computer Science and Engineering,180,117,0,27,36,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,36,15,11,4,6,2,3,1,2,1,3,1,2,1,14,6,108,
PWD,3,0,0,0,0,0,0,1,4,,,,,,,,,
PWD Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
DEF,3,0,0,0,0,0,0,1,4,,,,,,,,,
DEF Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 18,Tution Fee Waiver Scheme Choice Code: 625024211T,Seats: 9,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6250 - D.Y. Patil College of Engineering and Technology, Kolhapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:48,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
625037210,Electronics and Telecommunication Engg,60,39,0,9,12,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,13,5,4,1,2,1,1,0,1,0,1,0,1,0,5,2,37,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 625037211T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6250 - D.Y. Patil College of Engineering and Technology, Kolhapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
625050710,Chemical Engineering,60,51,0,9,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,14,6,5,2,3,1,1,0,1,0,1,1,1,0,7,3,46,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 625050711T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6250 - D.Y. Patil College of Engineering and Technology, Kolhapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:120,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
625061210,Mechanical Engineering,120,102,0,18,0,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,31,13,9,4,5,2,2,1,1,1,3,1,1,1,14,6,95,
PWD,3,0,0,0,0,0,0,0,3,,,,,,,,,
PWD Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
DEF,3,0,0,0,0,0,0,0,3,,,,,,,,,
DEF Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code:,Seats: 0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6250 - D.Y. Patil College of Engineering and Technology, Kolhapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:48,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
625091110,"Computer Science and Engineering(ArtificialIntelligence and Machine Learning)",60,39,0,9,12,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,13,5,4,1,1,1,1,0,1,0,1,0,1,0,6,2,37,
PWD,1,0,0,0,0,0,0,0,1,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,1,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 625091111T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6250 - D.Y. Patil College of Engineering and Technology, Kolhapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:96,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
625091210,Computer Science and Engineering(Data Science),120,78,0,18,24,1,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,24,10,7,3,4,2,2,1,1,1,2,1,1,0,10,4,73,
PWD,2,0,0,0,0,0,0,0,2,,,,,,,,,
PWD Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
DEF,2,0,0,0,0,0,0,0,2,,,,,,,,,
DEF Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code: 625091211T,Seats: 6,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6265 - Walchand Institute of Technology, Solapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous Religious Minority - Jain,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
626519110,Civil Engineering,60,25,31,4,0,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
PWD,0,0,0,0,0,0,0,0,0,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
DEF,0,0,0,0,0,0,0,0,0,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 0,Tution Fee Waiver Scheme Choice Code: 626519111T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6265 - Walchand Institute of Technology, Solapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous Religious Minority - Jain,CAP Seats:153,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
626524210,Computer Science and Engineering,180,52,92,9,27,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
PWD,0,0,0,0,0,0,0,0,0,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
DEF,0,0,0,0,0,0,0,0,0,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 0,Tution Fee Waiver Scheme Choice Code: 626524211T,Seats: 9,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6265 - Walchand Institute of Technology, Solapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous Religious Minority - Jain,CAP Seats:114,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
626524610,Information Technology,120,45,61,8,6,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
PWD,0,0,0,0,0,0,0,0,0,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
DEF,0,0,0,0,0,0,0,0,0,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 0,Tution Fee Waiver Scheme Choice Code: 626524611T,Seats: 6,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6265 - Walchand Institute of Technology, Solapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous Religious Minority - Jain,CAP Seats:120,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
626537210,Electronics and Telecommunication Engg,120,50,61,9,0,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,
PWD,0,0,0,0,0,0,0,0,0,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
DEF,0,0,0,0,0,0,0,0,0,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 0,Tution Fee Waiver Scheme Choice Code: 626537211T,Seats: 6,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6265 - Walchand Institute of Technology, Solapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous Religious Minority - Jain,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
626561510,Mechanical & Automation Engineering,60,25,31,4,0,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
PWD,0,0,0,0,0,0,0,0,0,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
DEF,0,0,0,0,0,0,0,0,0,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 0,Tution Fee Waiver Scheme Choice Code: 626561511T,Seats: 3,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,
"6265 - Walchand Institute of Technology, Solapur",,,,,,,,,,,,,,,,,,
Un-Aided Autonomous Religious Minority - Jain,CAP Seats:60,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,"InstituteSeats",Orphan,,,,,,,,,,,
626584410,Electronics and Computer Engineering,60,25,31,4,0,0,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,Total,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
PWD,0,0,0,0,0,0,0,0,0,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,
DEF,0,0,0,0,0,0,0,0,0,,,,,,,,,
