Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0625050710,Chemical Engineering,60,48,0,9,3,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,12,5,4,2,2,1,1,1,1,0,2,0,1,0,6,3,3,2,46,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0625050711T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06250 - D.Y. Patil College of Engineering and Technology, Kolhapur",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:114,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0625061210,Mechanical Engineering,120,96,0,18,6,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,24,10,7,3,5,2,1,1,2,1,2,1,1,1,11,5,6,2,85,
PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code: 0625061211T :                    Seats: 6,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06250 - D.Y. Patil College of Engineering and Technology, Kolhapur",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:144,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0625091110,"Computer Science and Engineering(ArtificialIntelligence and Machine Learning)",180,117,0,27,36,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,30,12,9,4,5,3,3,1,2,1,2,2,1,1,14,6,7,3,106,
PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 18,Tution Fee Waiver Scheme Choice Code: 0625091111T :                    Seats: 9,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06250 - D.Y. Patil College of Engineering and Technology, Kolhapur",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:144,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0625091210,Computer Science and Engineering(Data Science),180,117,0,27,36,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,29,13,9,4,6,2,3,1,1,1,4,1,2,0,14,6,7,3,106,
PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 18,Tution Fee Waiver Scheme Choice Code: 0625091211T :                    Seats: 9,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06265 - Walchand Institute of Technology, Solapur",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous Religious Minority - Jain,CAP Seats:60,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0626519110,Civil Engineering,60,25,31,4,0,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 0,Tution Fee Waiver Scheme Choice Code: 0626519111T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06265 - Walchand Institute of Technology, Solapur",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous Religious Minority - Jain,CAP Seats:166,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0626524210,Computer Science and Engineering,180,63,92,11,14,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,
PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 0,Tution Fee Waiver Scheme Choice Code: 0626524211T :                    Seats: 9,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06265 - Walchand Institute of Technology, Solapur",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous Religious Minority - Jain,CAP Seats:114,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0626524610,Information Technology,120,45,61,8,6,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 0,Tution Fee Waiver Scheme Choice Code: 0626524611T :                    Seats: 6,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06265 - Walchand Institute of Technology, Solapur",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous Religious Minority - Jain,CAP Seats:114,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0626537210,Electronics and Telecommunication Engg,120,45,61,8,6,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 0,Tution Fee Waiver Scheme Choice Code: 0626537211T :                    Seats: 6,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06265 - Walchand Institute of Technology, Solapur",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous Religious Minority - Jain,CAP Seats:60,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0626561510,Mechanical & Automation Engineering,60,25,31,4,0,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 0,Tution Fee Waiver Scheme Choice Code: 0626561511T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06265 - Walchand Institute of Technology, Solapur",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous Religious Minority - Jain,CAP Seats:57,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0626584410,Electronics and Computer Engineering,60,22,31,4,3,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 0,Tution Fee Waiver Scheme Choice Code: 0626584411T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"06267 - Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",,,,,,,,
Un-Aided Autonomous CAP Seats:48,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0626708210 Bio Technology 60 39 0,9,,,,,12,,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
State Level 10 4 4 1 2 1 1 0 1 0 1 0 1,0,,5,,2,2,2,37
PWD 1 0 0 0 0 0,0,,,0,,0,,1
PWD Common Reserved Seats : 1,,,,,,,,
DEF 1 0 0 0 0 0,0,,,0,,0,,1
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0626708211T :,,,,Seats: 3,,,,
"06267 - Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",,,,,,,,
Un-Aided Autonomous CAP Seats:108,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0626719110 Civil Engineering 120 90 0,18,,,,,12,,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
State Level 22 10 7 3 4 2 1 1 1 1 2 1 1,1,,10,,5,5,2,79
PWD 2 1 0 0 0 0,0,,,1,,1,,5
PWD Common Reserved Seats : 0,,,,,,,,
DEF 2 1 0 0 0 0,0,,,1,,1,,5
DEF Common Reserved Seats : 0,,,,,,,,
Economically Weaker Section (EWS) Seats: 12 Tution Fee Waiver Scheme Choice Code: 0626719111T :,,,,Seats: 6,,,,
"06267 - Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",,,,,,,,
Un-Aided Autonomous CAP Seats:144,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0626724210 Computer Science and Engineering 180 117 0,27,,,,,36,,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
State Level 30 12 9 4 6 2 3 1 2 0 3 1 1,1,,15,,6,7,3,106
PWD 2 1 0 0 0 0,0,,,1,,1,,5
PWD Common Reserved Seats : 1,,,,,,,,
DEF 2 1 0 0 0 0,0,,,1,,1,,5
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 18 Tution Fee Waiver Scheme Choice Code: 0626724211T :,,,,Seats: 9,,,,
"06267 - Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",,,,,,,,
Un-Aided Autonomous CAP Seats:144,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0626726210 Computer Science and Business Systems 180 117 0,27,,,,,36,,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
State Level 29 13 9 4 5 3 3 1 2 1 2 2 2,1,,14,,6,7,2,106
PWD 2 1 0 0 0 0,0,,,1,,1,,5
PWD Common Reserved Seats : 1,,,,,,,,
DEF 2 1 0 0 0 0,0,,,1,,1,,5
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 18 Tution Fee Waiver Scheme Choice Code: 0626726211T :,,,,Seats: 9,,,,
"06267 - Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",,,,,,,,
Un-Aided Autonomous CAP Seats:48,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0626729310 Electrical Engineering 60 39 0,9,,,,,12,,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
State Level 10 4 4 1 2 1 0 1 1 0 2 0 0,0,,5,,2,2,2,37
PWD 1 0 0 0 0 0,0,,,0,,0,,1
PWD Common Reserved Seats : 1,,,,,,,,
DEF 1 0 0 0 0 0,0,,,0,,0,,1
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0626729311T :,,,,Seats: 3,,,,
"06267 - Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",,,,,,,,
Un-Aided Autonomous CAP Seats:96,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0626737210 Electronics and Telecommunication Engg 120 78 0,18,,,,,24,,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
State Level 19 8 5 3 4 1 2 0 1 1 1 1 2,0,,9,,4,6,2,69
PWD 2 1 0 0 0 0,0,,,1,,0,,4
PWD Common Reserved Seats : 0,,,,,,,,
DEF 2 1 0 0 0 0,0,,,1,,0,,4
DEF Common Reserved Seats : 0,,,,,,,,
Economically Weaker Section (EWS) Seats: 12 Tution Fee Waiver Scheme Choice Code: 0626737211T :,,,,Seats: 6,,,,
"06267 - Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",,,,,,,,
Un-Aided Autonomous CAP Seats:155,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0626761210 Mechanical Engineering 180 128 0,27,,,,,25,,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
State Level 33 14 11 4 6 3 3 1 2 1 3 1 1,1,,16,,6,8,3,117
PWD 2 1 0 0 0 0,0,,,1,,1,,5
PWD Common Reserved Seats : 1,,,,,,,,
DEF 2 1 0 0 0 0,0,,,1,,1,,5
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 18 Tution Fee Waiver Scheme Choice Code: 0626761211T :,,,,Seats: 9,,,,
"06267 - Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",,,,,,,,
Un-Aided Autonomous CAP Seats:144,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0626791110 Computer Science and Engineering(Artificial 180 117 0,27,,,,,36,,1
Intelligence and Machine Learning),,,,,,,,
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
State Level 29 13 9 4 6 2 2 1 2 1 3 1 2,0,,14,,7,7,3,106
PWD 2 1 0 0 0 0,0,,,1,,1,,5
PWD Common Reserved Seats : 1,,,,,,,,
DEF 2 1 0 0 0 0,0,,,1,,1,,5
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 18 Tution Fee Waiver Scheme Choice Code: 0626791111T :,,,,Seats: 9,,,,
"06267 - Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",,,,,,,,
Un-Aided Autonomous CAP Seats:56,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0626792210 Civil and Environmental Engineering 60 47 0,9,,,,,4,,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
State Level 12 5 4 2 2 1 0 1 2 0 1 1 0,1,,7,,2,3,1,45
PWD 1 0 0 0 0 0,0,,,0,,0,,1
PWD Common Reserved Seats : 1,,,,,,,,
DEF 1 0 0 0 0 0,0,,,0,,0,,1
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0626792211T :,,,,Seats: 3,,,,
"",,,,,,,,,,,,,,,,,,,,
"06268 - Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:120,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0626819110,Civil Engineering,120,102,0,18,0,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,25,11,8,3,5,2,3,1,1,1,3,1,2,0,11,6,5,3,91,
PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code:  :                    Seats: 0,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06268 - Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:144,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0626824210,Computer Science and Engineering,180,117,0,27,36,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,30,13,9,4,5,3,2,1,2,1,3,1,1,1,14,6,7,3,106,
PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 18,Tution Fee Waiver Scheme Choice Code: 0626824211T :                    Seats: 9,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06268 - Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:48,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0626826210,Computer Science and Business Systems,60,39,0,9,12,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,10,4,4,1,2,1,1,0,1,0,1,0,1,0,5,2,3,1,37,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0626826211T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06268 - Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:51,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0626837210,Electronics and Telecommunication Engg,60,42,0,9,9,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,11,4,3,2,2,1,1,0,1,0,0,1,1,0,6,2,4,1,40,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0626837211T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06268 - Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:51,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0626850710,Chemical Engineering,60,42,0,9,9,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,10,5,4,2,3,0,1,0,1,0,1,0,1,0,6,2,2,2,40,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0626850711T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06268 - Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:180,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0626861210,Mechanical Engineering,180,153,0,27,0,2,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,39,16,13,5,7,3,2,2,2,2,4,1,2,1,17,8,10,3,137,
PWD,3,1,0,0,0,0,0,2,1,7,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,3,1,0,0,0,0,0,2,1,7,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 18,Tution Fee Waiver Scheme Choice Code: 0626861211T :                    Seats: 9,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
06271 - Pune Institute of Computer Technology,,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:192,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0627124510,Computer Engineering,240,156,0,36,48,2,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,39,17,13,5,7,4,3,1,3,1,3,2,2,1,18,7,9,5,140,
PWD,3,1,0,0,0,0,0,2,1,7,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,3,1,0,0,0,0,0,2,1,7,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 24,Tution Fee Waiver Scheme Choice Code: 0627124511T :                    Seats: 12,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
06271 - Pune Institute of Computer Technology,,,,,,,,,,,,,,,,,,,,
Un-Aided Autonomous,CAP Seats:144,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0627124610,Information Technology,180,117,0,27,36,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
State Level,29,13,9,4,6,2,3,1,2,1,4,1,1,1,14,6,7,2,106,
PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
